longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.47,35.72,18,4754,1075,1366,690,2.0694,81200,INLAND
-118.5,35.7,18,3303,814,986,522,1.5957,101400,INLAND
-118.59,35.72,28,1491,408,98,48,1.4205,90000,INLAND
-118.87,35.65,33,1504,325,584,223,3.4792,94600,INLAND
-118.23,35.48,17,2354,514,775,380,1.8369,59400,INLAND
-118.33,35.64,15,2966,669,1007,465,1.5667,72500,INLAND
-118.41,35.63,15,5907,1257,2310,1001,2.3125,96900,INLAND
-118.45,35.62,18,2304,527,782,390,1.4141,75800,INLAND
-118.47,35.64,17,2248,535,927,427,1.3023,68500,INLAND
-118.48,35.61,17,4002,930,1614,731,1.6236,67300,INLAND
-118.45,35.58,16,5396,1182,1802,807,1.8819,69700,INLAND
-118.61,35.47,13,2267,601,756,276,2.5474,78400,INLAND
-117.73,35.73,35,2916,594,1870,432,3.625,55000,INLAND
-117.66,35.63,33,2579,564,1155,431,2.0441,42100,INLAND
-117.67,35.65,18,2737,589,1128,533,2.8,72000,INLAND
-117.68,35.65,15,2701,576,1245,513,3.3269,81900,INLAND
-117.69,35.65,5,1131,276,520,232,4.0167,87500,INLAND
-117.7,35.64,8,2683,416,1154,399,5.8625,109400,INLAND
-117.68,35.64,15,3253,573,1408,586,5.2043,95700,INLAND
-117.67,35.64,6,2115,342,927,337,6.1935,115700,INLAND
-117.67,35.63,32,3661,787,1613,706,3.0687,63500,INLAND
-117.68,35.63,18,4334,641,1777,661,6.0653,105300,INLAND
-117.69,35.63,5,3151,482,1335,428,5.5773,109000,INLAND
-117.7,35.62,18,2657,496,1426,483,3.5931,71900,INLAND
-117.68,35.61,9,4241,832,1929,742,3.5988,84500,INLAND
-117.68,35.6,12,1678,241,765,281,6.0532,102800,INLAND
-117.7,35.6,16,2678,483,1473,487,3.858,70200,INLAND
-117.68,35.62,30,2994,741,1481,581,2.1458,52400,INLAND
-117.64,35.61,10,2656,506,1349,501,4.25,83200,INLAND
-117.66,35.62,11,5897,1138,2728,1072,4.15,85700,INLAND
-117.66,35.61,5,5735,932,2623,862,4.8494,87200,INLAND
-117.66,35.6,14,1740,391,850,317,2.5812,91700,INLAND
-117.76,35.63,12,2014,372,1027,356,3.9261,101300,INLAND
-117.68,35.55,9,3811,605,1518,568,5.5551,142500,INLAND
-117.81,35.65,19,1124,290,598,261,1.8984,54300,INLAND
-117.87,35.73,13,2566,449,1181,414,4.1518,91800,INLAND
-117.84,35.54,11,1751,316,765,296,5.0762,98000,INLAND
-117.74,35.65,15,2357,484,1110,442,3.1755,81700,INLAND
-117.84,35.35,28,1913,486,858,371,1.9962,50800,INLAND
-118,35.05,21,1739,425,945,362,3.4015,86500,INLAND
-117.82,35.03,30,2555,510,1347,467,3.3693,71800,INLAND
-117.76,35.22,4,18,3,8,6,1.625,275000,INLAND
-117.79,35.21,4,2,2,6,2,2.375,137500,INLAND
-118.01,35.12,15,1926,361,917,316,3.3889,68500,INLAND
-117.98,35.13,5,4849,920,2504,847,3.5391,81900,INLAND
-117.95,35.13,4,2630,502,1150,422,4.25,104400,INLAND
-117.95,35.08,1,83,15,32,15,4.875,141700,INLAND
-117.98,35.1,4,923,166,352,135,4.5724,84500,INLAND
-117.99,35.16,15,2180,416,960,370,2.875,87800,INLAND
-118.27,34.92,20,873,175,422,159,2.9583,91700,INLAND
-118.34,34.86,11,7353,1482,3571,1308,2.8097,130000,INLAND
-117.68,35.03,28,2969,648,1644,570,3.4338,54900,INLAND
-117.68,34.99,33,1589,307,853,272,4.2292,64400,INLAND
-117.65,35,36,1184,316,672,241,1.9107,39800,INLAND
-118.15,34.86,10,4597,1009,2227,821,2.6149,83500,INLAND
-118.17,34.87,9,1507,293,761,278,3.0184,87900,INLAND
-118.19,34.87,2,2103,389,923,338,5.0553,111100,INLAND
-118.17,34.86,21,2370,540,1488,554,2.7361,83300,INLAND
-118.15,35.06,15,1069,296,569,263,2.0441,73300,INLAND
-118.16,35.05,44,1297,307,776,278,2.5875,68900,INLAND
-118.19,35.05,14,2992,573,1631,526,3.7452,83200,INLAND
-118.15,35.04,29,1671,368,821,337,2.16,56800,INLAND
-118.51,35.16,7,4371,727,1932,654,4.625,136800,INLAND
-118.66,35.2,7,9664,1692,3617,1370,4.0581,162900,INLAND
-118.34,35.27,10,2939,605,1167,446,2.3917,79000,INLAND
-118.48,35.14,4,8417,1657,4631,1468,3.6949,115800,INLAND
-118.61,35.08,6,3660,646,1243,482,3.4911,137200,INLAND
-118.61,34.99,11,4031,766,1539,564,3.8917,120800,INLAND
-118.46,35.13,19,3109,640,1457,620,2.6417,94900,INLAND
-118.46,35.12,16,4084,812,2033,668,3.2405,85500,INLAND
-118.43,35.12,8,1968,376,930,360,3.2632,99800,INLAND
-118.44,35.13,34,1170,290,602,266,1.7917,80000,INLAND
-118.44,35.13,21,1899,447,1133,391,1.8636,67900,INLAND
-118.91,35.3,28,1793,358,1233,351,2.7845,82200,INLAND
-118.95,35.26,24,1341,214,667,184,4,94500,INLAND
-118.83,35.27,33,1190,217,717,196,2.6302,81300,INLAND
-118.92,35.13,29,1297,262,909,253,1.9236,106300,INLAND
-118.85,35.23,26,1639,352,1222,395,1.7656,68000,INLAND
-118.82,35.23,31,2358,580,2302,574,1.9688,53900,INLAND
-118.83,35.2,17,1959,484,1763,453,2.1357,53500,INLAND
-118.82,35.2,34,2185,469,1910,455,2.1136,57300,INLAND
-118.85,35.2,17,2783,678,2566,641,1.9907,51200,INLAND
-118.91,35.27,29,1401,317,1344,306,2.0921,61400,INLAND
-118.9,35.26,31,6145,1492,5666,1457,1.9066,54600,INLAND
-118.92,35.26,20,3815,924,3450,920,2.0174,63700,INLAND
-118.91,35.24,29,2888,753,2949,699,1.7716,45500,INLAND
-119.69,36.41,38,1016,202,540,187,2.2885,75000,INLAND
-119.57,36.44,30,1860,337,1123,347,3.4926,94200,INLAND
-119.55,36.37,26,1912,339,1002,311,3.0375,126300,INLAND
-119.69,36.38,25,1688,302,879,277,3.3214,103100,INLAND
-119.78,36.37,41,831,149,443,146,3.1406,100000,INLAND
-119.83,36.37,25,1549,269,819,272,2.7159,101400,INLAND
-119.87,36.34,26,1414,265,779,249,2.9167,83900,INLAND
-119.93,36.32,25,8363,1636,7679,1580,2.0285,106300,INLAND
-119.79,36.32,19,3252,614,1971,607,3.0667,75800,INLAND
-119.77,36.32,14,3400,618,1867,612,3.9926,92500,INLAND
-119.78,36.31,14,1287,291,737,269,3.1667,126400,INLAND
-119.77,36.31,14,3677,863,2191,785,2.6218,69100,INLAND
-119.79,36.31,25,4984,1029,2414,961,2.2937,72300,INLAND
-119.77,36.3,24,2202,471,1052,439,2.1038,62000,INLAND
-119.78,36.3,30,1846,391,1255,352,2.1681,66600,INLAND
-119.79,36.3,16,1717,277,903,289,4.3438,93100,INLAND
-119.79,36.29,6,1265,227,764,246,4.2917,104200,INLAND
-119.82,36.32,18,942,193,424,174,2.0673,87500,INLAND
-119.78,36.33,16,1006,212,515,200,3.2386,112500,INLAND
-119.78,36.27,29,1871,315,1066,309,4.5714,100800,INLAND
-119.8,36.29,7,479,84,327,103,5.1728,107500,INLAND
-119.81,36.28,24,544,112,442,106,3.1071,56100,INLAND
-119.72,36.34,33,1287,214,580,210,3.2019,112500,INLAND
-119.72,36.32,40,1185,221,676,256,2.2721,52600,INLAND
-119.7,36.32,40,1178,244,586,187,2.6477,43500,INLAND
-119.73,36.31,20,2440,433,1579,400,2.8281,60200,INLAND
-119.7,36.3,10,956,201,693,220,2.2895,62000,INLAND
-119.67,36.35,10,1090,164,470,158,4.9432,118800,INLAND
-119.65,36.37,4,3725,783,1478,600,3.5486,148000,INLAND
-119.65,36.35,21,1745,266,837,292,4.3911,107900,INLAND
-119.65,36.35,38,3148,568,1378,537,2.8788,85500,INLAND
-119.66,36.35,15,1724,374,947,391,3.1094,91900,INLAND
-119.64,36.36,13,2360,340,1055,312,5.2134,97400,INLAND
-119.64,36.35,23,3182,563,1525,585,3.8108,90400,INLAND
-119.63,36.35,4,1684,343,920,324,4.2396,90600,INLAND
-119.62,36.35,10,3674,734,1864,718,2.6145,80300,INLAND
-119.64,36.35,30,1765,310,746,298,2.8125,70200,INLAND
-119.63,36.34,26,1463,261,699,219,3.5536,71400,INLAND
-119.63,36.33,14,2928,600,1633,559,1.8385,67500,INLAND
-119.61,36.33,32,1492,284,926,264,3.0139,61500,INLAND
-119.63,36.32,36,1518,287,749,255,2.2333,61000,INLAND
-119.66,36.34,32,1338,276,859,286,2.6397,59700,INLAND
-119.65,36.34,46,1730,337,752,323,1.8529,67200,INLAND
-119.65,36.34,47,1869,357,832,315,3.0846,76100,INLAND
-119.64,36.34,32,2958,670,1504,627,1.8606,56700,INLAND
-119.64,36.33,41,3095,766,1852,721,1.4524,51700,INLAND
-119.65,36.33,52,1257,257,624,243,2.3523,59100,INLAND
-119.65,36.33,47,1059,268,693,241,1.3882,53800,INLAND
-119.68,36.32,26,592,121,268,116,1.7596,120800,INLAND
-119.67,36.33,19,1241,244,850,237,2.9375,81700,INLAND
-119.66,36.33,16,2048,373,1052,388,4.0909,92800,INLAND
-119.66,36.33,10,1623,409,988,395,1.4194,58100,INLAND
-119.66,36.32,24,2652,568,1532,445,2.3256,56800,INLAND
-119.68,36.32,28,1325,276,873,240,2.5833,54400,INLAND
-119.68,36.31,12,2739,535,1859,498,2.9936,60600,INLAND
-119.66,36.3,18,1147,202,717,212,3.3681,70500,INLAND
-119.65,36.32,11,1294,314,713,290,1.5433,50400,INLAND
-119.64,36.32,32,2205,523,1772,479,1.3569,43100,INLAND
-119.65,36.3,28,941,175,588,180,2.3466,53400,INLAND
-119.64,36.31,27,1513,314,1071,284,1.5909,50100,INLAND
-119.61,36.31,25,1847,371,1460,353,1.8839,46300,INLAND
-119.57,36.27,20,2673,452,1394,449,2.625,97400,INLAND
-119.69,36.25,35,2011,349,970,300,2.395,94100,INLAND
-119.63,36.18,23,207,45,171,50,2.4286,100000,INLAND
-119.59,36.11,32,752,159,524,155,2.25,50000,INLAND
-119.57,36.09,6,2015,413,992,319,2.3889,53200,INLAND
-119.58,36.1,21,1382,327,1469,355,1.3967,46500,INLAND
-119.56,36.1,29,424,78,284,73,1.5313,43800,INLAND
-122.23,37.88,41,880,129,322,126,8.3252,452600,NEAR BAY
-122.22,37.86,21,7099,1106,2401,1138,8.3014,358500,NEAR BAY
-122.24,37.85,52,1467,190,496,177,7.2574,352100,NEAR BAY
-122.25,37.85,52,1274,235,558,219,5.6431,341300,NEAR BAY
-122.25,37.85,52,1627,280,565,259,3.8462,342200,NEAR BAY
-122.25,37.85,52,919,213,413,193,4.0368,269700,NEAR BAY
-122.25,37.84,52,2535,489,1094,514,3.6591,299200,NEAR BAY
-122.25,37.84,52,3104,687,1157,647,3.12,241400,NEAR BAY
-122.26,37.84,42,2555,665,1206,595,2.0804,226700,NEAR BAY
-122.25,37.84,52,3549,707,1551,714,3.6912,261100,NEAR BAY
-122.26,37.85,52,2202,434,910,402,3.2031,281500,NEAR BAY
-122.26,37.85,52,3503,752,1504,734,3.2705,241800,NEAR BAY
-122.26,37.85,52,2491,474,1098,468,3.075,213500,NEAR BAY
-122.26,37.84,52,696,191,345,174,2.6736,191300,NEAR BAY
-122.26,37.85,52,2643,626,1212,620,1.9167,159200,NEAR BAY
-122.26,37.85,50,1120,283,697,264,2.125,140000,NEAR BAY
-122.27,37.85,52,1966,347,793,331,2.775,152500,NEAR BAY
-122.27,37.85,52,1228,293,648,303,2.1202,155500,NEAR BAY
-122.26,37.84,50,2239,455,990,419,1.9911,158700,NEAR BAY
-122.27,37.84,52,1503,298,690,275,2.6033,162900,NEAR BAY
-122.27,37.85,40,751,184,409,166,1.3578,147500,NEAR BAY
-122.27,37.85,42,1639,367,929,366,1.7135,159800,NEAR BAY
-122.27,37.84,52,2436,541,1015,478,1.725,113900,NEAR BAY
-122.27,37.84,52,1688,337,853,325,2.1806,99700,NEAR BAY
-122.27,37.84,52,2224,437,1006,422,2.6,132600,NEAR BAY
-122.28,37.85,41,535,123,317,119,2.4038,107500,NEAR BAY
-122.28,37.85,49,1130,244,607,239,2.4597,93800,NEAR BAY
-122.28,37.85,52,1898,421,1102,397,1.808,105500,NEAR BAY
-122.28,37.84,50,2082,492,1131,473,1.6424,108900,NEAR BAY
-122.28,37.84,52,729,160,395,155,1.6875,132000,NEAR BAY
-122.28,37.84,49,1916,447,863,378,1.9274,122300,NEAR BAY
-122.28,37.84,52,2153,481,1168,441,1.9615,115200,NEAR BAY
-122.27,37.84,48,1922,409,1026,335,1.7969,110400,NEAR BAY
-122.27,37.83,49,1655,366,754,329,1.375,104900,NEAR BAY
-122.27,37.83,51,2665,574,1258,536,2.7303,109700,NEAR BAY
-122.27,37.83,49,1215,282,570,264,1.4861,97200,NEAR BAY
-122.27,37.83,48,1798,432,987,374,1.0972,104500,NEAR BAY
-122.28,37.83,52,1511,390,901,403,1.4103,103900,NEAR BAY
-122.26,37.83,52,1470,330,689,309,3.48,191400,NEAR BAY
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,NEAR BAY
-122.26,37.83,52,1665,419,946,395,2.0978,155400,NEAR BAY
-122.26,37.83,51,936,311,517,249,1.2852,150000,NEAR BAY
-122.26,37.84,49,713,202,462,189,1.025,118800,NEAR BAY
-122.26,37.84,52,950,202,467,198,3.9643,188800,NEAR BAY
-122.26,37.83,52,1443,311,660,292,3.0125,184400,NEAR BAY
-122.26,37.83,52,1656,420,718,382,2.6768,182300,NEAR BAY
-122.26,37.83,50,1125,322,616,304,2.026,142500,NEAR BAY
-122.27,37.82,43,1007,312,558,253,1.7348,137500,NEAR BAY
-122.26,37.82,40,624,195,423,160,0.9506,187500,NEAR BAY
-122.27,37.82,40,946,375,700,352,1.775,112500,NEAR BAY
-122.27,37.82,21,896,453,735,438,0.9218,171900,NEAR BAY
-122.27,37.82,43,1868,456,1061,407,1.5045,93800,NEAR BAY
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY
-122.27,37.82,52,1630,456,1162,400,1.2475,104200,NEAR BAY
-122.28,37.82,52,1170,235,701,233,1.6098,87500,NEAR BAY
-122.28,37.82,52,945,243,576,220,1.4113,83100,NEAR BAY
-122.28,37.82,52,1238,288,622,259,1.5057,87500,NEAR BAY
-122.28,37.82,52,1489,335,728,244,0.8172,85300,NEAR BAY
-122.28,37.82,52,1387,341,1074,304,1.2171,80300,NEAR BAY
-122.29,37.82,2,158,43,94,57,2.5625,60000,NEAR BAY
-122.29,37.83,52,1121,211,554,187,3.3929,75700,NEAR BAY
-122.29,37.82,49,135,29,86,23,6.1183,75000,NEAR BAY
-122.29,37.81,50,760,190,377,122,0.9011,86100,NEAR BAY
-122.3,37.81,52,1224,237,521,159,1.191,76100,NEAR BAY
-122.3,37.81,48,828,182,392,133,2.5938,73500,NEAR BAY
-122.3,37.81,52,1010,209,604,187,1.1667,78400,NEAR BAY
-122.3,37.81,48,1455,354,788,332,0.8056,84400,NEAR BAY
-122.29,37.8,52,1027,244,492,147,2.6094,81300,NEAR BAY
-122.3,37.81,52,572,109,274,82,1.8516,85000,NEAR BAY
-122.29,37.81,46,2801,644,1823,611,0.9802,129200,NEAR BAY
-122.29,37.81,26,768,152,392,127,1.7719,82500,NEAR BAY
-122.29,37.81,46,935,297,582,277,0.7286,95200,NEAR BAY
-122.29,37.81,49,844,204,560,152,1.75,75000,NEAR BAY
-122.29,37.81,46,12,4,18,7,0.4999,67500,NEAR BAY
-122.29,37.81,20,835,161,290,133,2.483,137500,NEAR BAY
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY
-118.32,33.35,27,1675,521,744,331,2.1579,450000,ISLAND
-118.33,33.34,52,2359,591,1100,431,2.8333,414700,ISLAND
-118.32,33.33,52,2127,512,733,288,3.3906,300000,ISLAND
-118.32,33.34,52,996,264,341,160,2.7361,450000,ISLAND
-118.48,33.43,29,716,214,422,173,2.6042,287500,ISLAND
-124.17,41.8,16,2739,480,1259,436,3.7557,109400,NEAR OCEAN
-124.3,41.8,19,2672,552,1298,478,1.9797,85800,NEAR OCEAN
-124.23,41.75,11,3159,616,1343,479,2.4805,73200,NEAR OCEAN
-124.21,41.77,17,3461,722,1947,647,2.5795,68400,NEAR OCEAN
-124.19,41.78,15,3140,714,1645,640,1.6654,74600,NEAR OCEAN
-124.22,41.73,28,3003,699,1530,653,1.7038,78300,NEAR OCEAN
-124.21,41.75,20,3810,787,1993,721,2.0074,66900,NEAR OCEAN
-124.17,41.76,20,2673,538,1282,514,2.4605,105900,NEAR OCEAN
-124.16,41.74,15,2715,569,1532,530,2.1829,69500,NEAR OCEAN
-124.14,41.95,21,2696,578,1208,494,2.275,122400,NEAR OCEAN
-124.16,41.92,19,1668,324,841,283,2.1336,75000,NEAR OCEAN
-124.3,41.84,17,2677,531,1244,456,3.0313,103600,NEAR OCEAN
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN
-123.92,41.54,22,2920,636,1382,499,2.0202,71100,NEAR OCEAN
-124.17,40.8,52,661,316,392,244,0.957,60000,NEAR OCEAN
-124.16,40.8,52,2416,618,1150,571,1.7308,80500,NEAR OCEAN
-124.16,40.79,52,1264,277,591,284,1.7778,76900,NEAR OCEAN
-124.17,40.8,52,1606,419,891,367,1.585,75500,NEAR OCEAN
-124.17,40.8,52,1557,344,758,319,1.8529,62500,NEAR OCEAN
-124.16,40.79,52,2148,421,975,430,2.2566,92700,NEAR OCEAN
-124.16,40.78,50,2285,403,837,353,2.5417,85400,NEAR OCEAN
-124.17,40.78,39,1606,330,731,327,1.6369,68300,NEAR OCEAN
-124.19,40.78,37,1371,319,640,260,1.8242,70000,NEAR OCEAN
-124.18,40.79,39,1836,352,883,337,1.745,70500,NEAR OCEAN
-124.18,40.79,40,1398,311,788,279,1.4668,64600,NEAR OCEAN
-124.17,40.79,43,2285,479,1169,482,1.9688,70500,NEAR OCEAN
